life_source_file,life_group_key,study_type,case_id,egr_fraction_cmd,current_density_A_cm2,V_cell_sim,pO2_ca_in_kPa,RH_ca_in,T_stack_C,normal_operation_ok,risk_label,life_damage_rate_mV_h,life_delta_V_deg_mV,life_damage_index,life_projected_to_EOL_h,life_ECSA_ratio_proxy,life_high_potential_exposure_V_h,life_rate_ratio_to_noEGR,life_benefit_vs_noEGR_pct,life_interpretation_status
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0,0.1,0.795989944779641,26.4313536258226,0.8,61.7074477785523,1,dq60_map_extrapolation,0.0177405319515824,0.0177405319515824,0.000236540426021099,4227.60716559631,0.999905383829592,0,1,0,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.05,0.1,0.795904899923478,26.1597905496725,0.809130516893904,61.7074834766303,1,dq60_map_extrapolation,0.0177292369736535,0.0177292369736535,0.00023638982631538,4230.30049806732,0.999905444069474,0,0.999363323604967,0.0636676395032509,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.1,0.1,0.795811805029658,25.8707861406347,0.818386168581048,61.7075230200793,1,dq60_map_extrapolation,0.0177168813199575,0.0177168813199575,0.0002362250842661,4233.25068591587,0.999905509966294,0,0.998666858936955,0.133314106304494,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.15,0.1,0.795709432451543,25.5621654101573,0.82777172819922,61.7075670103393,1,dq60_map_extrapolation,0.0177033045027795,0.0177033045027795,0.00023604406003706,4236.49720244175,0.999905582375985,0,0.997901559609122,0.209844039087825,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.2,0.1,0.795596288446158,25.2313624711363,0.837292245743299,61.7076161800807,1,dq60_map_extrapolation,0.0176883115262978,0.0176883115262978,0.00023584415368397,4240.08814456344,0.999905662338526,0,0.997056434078349,0.294356592165146,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.25,0.1,0.795470536226655,24.8753276557449,0.846953064850766,61.7076714312144,1,dq60_map_extrapolation,0.017671662989644,0.017671662989644,0.000235622173195253,4244.08274670877,0.999905751130722,0,0.996117987773626,0.388201222637397,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.3,0.1,0.795329890413145,24.4904067296155,0.856759838923668,61.7077338870264,1,dq60_map_extrapolation,0.0176530615421364,0.0176530615421364,0.000235374153895152,4248.55483684692,0.999905850338442,0,0.995069459603313,0.493054039668717,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.35,0.1,0.795171469532402,24.0721818929595,0.866718545495695,61.707804965031,1,dq60_map_extrapolation,0.0176321330026906,0.0176321330026906,0.000235095106702541,4253.59767808894,0.999905961957319,0,0.993889757692292,0.611024230770785,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.4,0.1,0.794991585509108,23.6152596611026,0.87683549712039,61.7078864809298,1,dq60_map_extrapolation,0.0176083994892648,0.0176083994892648,0.000234778659856865,4259.33089749154,0.999906088536057,0,0.992551944739979,0.744805526002112,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.45,0.1,0.794785435928198,23.1129836749604,0.887117346065881,61.7079808005584,1,dq60_map_extrapolation,0.017581240260264,0.017581240260264,0.000234416536803521,4265.91064621931,0.999906233385279,0,0.991021030724834,0.897896927516584,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.1,constant_current_fixed_flow,bench_038A,0.5,0.1,0.794546641511257,22.5570394722417,0.897571078599509,61.7080910738661,1,dq60_map_extrapolation,0.0175498330696895,0.0175498330696895,0.000233997774262527,4273.54492217554,0.999906400890295,0,0.989250667205847,1.07493327941532,usable
condition_study_constant_current_egr_scan.csv,constant_current_fixed_flow|j=0.2,constant_current_fixed_flow,bench_076A,0,0.2,0.773686702739362,30.0794278903335,0.6,63.4748565726498,1,dq60_map_extrapolation,0.0166956161952363,0.0166956161952363,0.000222608215936484,4492.19718056286,0.999910956713625,0,1,0,usable
